#{"t_start": 1775966359.4315364, "env_id": "FetchReach-v4"}
r,l,t
-47.0,50,108.812986
-50.0,50,108.926835
-42.0,50,109.040543
-50.0,50,109.151667
-50.0,50,109.261734
-47.0,50,109.375109
-50.0,50,109.492676
-50.0,50,109.603206
-50.0,50,109.715917
-46.0,50,109.829742
-50.0,50,109.939698
-48.0,50,110.049508
-46.0,50,110.158373
-48.0,50,110.267863
-49.0,50,110.378722
-50.0,50,110.490789
-50.0,50,110.605677
-50.0,50,110.717702
-50.0,50,110.827312
-50.0,50,110.939127
-50.0,50,111.05112
-50.0,50,111.165876
-50.0,50,111.275727
-50.0,50,111.388864
-50.0,50,111.499687
-48.0,50,111.608732
-44.0,50,111.722012
-50.0,50,111.83636
-50.0,50,111.947945
-50.0,50,112.059097
-50.0,50,112.170151
-50.0,50,112.287807
-50.0,50,112.3987
-50.0,50,112.513664
-50.0,50,112.642984
-50.0,50,112.765081
-50.0,50,112.878432
-48.0,50,112.988943
-44.0,50,114.265192
-50.0,50,114.3755
-50.0,50,114.489456
-50.0,50,114.606862
-50.0,50,114.716347
-50.0,50,114.830097
-50.0,50,114.942219
-50.0,50,115.052178
-50.0,50,115.161569
-50.0,50,115.275529
-50.0,50,115.391542
-50.0,50,115.500889
-50.0,50,115.61543
-46.0,50,115.7254
-50.0,50,115.836818
-50.0,50,115.949513
-50.0,50,116.060276
-50.0,50,116.170788
-50.0,50,116.281509
-50.0,50,116.393131
-50.0,50,116.505973
-50.0,50,116.616235
-50.0,50,117.186567
-50.0,50,117.296792
-50.0,50,117.411292
-50.0,50,117.524646
-49.0,50,117.634046
-50.0,50,117.745742
-50.0,50,117.86612
-50.0,50,117.981695
-49.0,50,118.102987
-50.0,50,118.242952
-50.0,50,118.365388
-50.0,50,118.489088
-48.0,50,118.608036
-50.0,50,118.726508
-50.0,50,118.857715
-50.0,50,118.977096
-47.0,50,119.109169
-50.0,50,119.240822
-50.0,50,119.367966
-48.0,50,120.75214
-50.0,50,120.865583
-50.0,50,121.004333
-50.0,50,121.118345
-46.0,50,121.231847
-50.0,50,121.34095
-50.0,50,121.45451
-50.0,50,121.564296
-50.0,50,121.675438
-50.0,50,121.785749
-50.0,50,121.895223
-50.0,50,122.005336
-43.0,50,122.117626
-50.0,50,122.227396
-50.0,50,122.341162
-50.0,50,122.450915
-49.0,50,122.561192
-50.0,50,122.670159
-50.0,50,122.779255
-39.0,50,122.889698
-50.0,50,123.0067
-50.0,50,123.117469
-50.0,50,123.226836
-49.0,50,123.33601
-50.0,50,123.445501
-49.0,50,123.560412
-50.0,50,123.674294
-50.0,50,123.784628
-45.0,50,123.900567
-50.0,50,124.009766
-50.0,50,124.11938
-50.0,50,124.230404
-48.0,50,124.342696
-40.0,50,124.454422
-50.0,50,124.566655
-50.0,50,124.677473
-50.0,50,124.787025
-50.0,50,124.898844
-50.0,50,125.009166
-50.0,50,125.120006
-50.0,50,125.233118
-50.0,50,126.497136
-49.0,50,126.61049
-50.0,50,126.720371
-50.0,50,126.833451
-50.0,50,126.94716
-50.0,50,127.059304
-50.0,50,127.170216
-50.0,50,127.280682
-49.0,50,127.393854
-44.0,50,127.504309
-50.0,50,127.616056
-50.0,50,127.731317
-50.0,50,127.847015
-49.0,50,127.960124
-50.0,50,128.072532
-50.0,50,128.187461
-50.0,50,128.302903
-50.0,50,128.417379
-50.0,50,128.529513
-50.0,50,128.640167
-50.0,50,128.757041
-50.0,50,128.869701
-50.0,50,128.981807
-50.0,50,129.096255
-50.0,50,129.209414
-50.0,50,129.32163
-46.0,50,129.434315
-50.0,50,129.548446
-50.0,50,129.661963
-48.0,50,129.778617
-50.0,50,129.890002
-50.0,50,130.00312
-50.0,50,130.113022
-49.0,50,130.22297
-50.0,50,130.336109
-50.0,50,130.45286
-50.0,50,130.564964
-50.0,50,130.682117
-48.0,50,130.796041
-50.0,50,130.911271
-50.0,50,131.023639
-50.0,50,132.30805
-50.0,50,132.418326
-50.0,50,132.531032
-50.0,50,132.642274
-45.0,50,132.75407
-50.0,50,132.865905
-50.0,50,132.974699
-50.0,50,133.085248
-50.0,50,133.199009
-49.0,50,133.311821
-47.0,50,133.425511
-50.0,50,133.538166
-50.0,50,133.654633
-40.0,50,133.764556
-49.0,50,133.876402
-50.0,50,133.989354
-50.0,50,134.104432
-50.0,50,134.217499
-48.0,50,134.331088
-50.0,50,134.444176
-50.0,50,134.558674
-50.0,50,134.670881
-50.0,50,134.784416
-50.0,50,134.895296
-50.0,50,135.008371
-50.0,50,135.119922
-50.0,50,135.233997
-50.0,50,135.345361
-44.0,50,135.459231
-50.0,50,135.568407
-50.0,50,135.683534
-50.0,50,135.795235
-50.0,50,135.909
-50.0,50,136.018281
-50.0,50,136.129322
-49.0,50,136.242775
-50.0,50,136.356212
-50.0,50,136.471846
-50.0,50,136.581038
-50.0,50,136.693299
-50.0,50,136.805031
-43.0,50,138.08982
-46.0,50,138.204109
-50.0,50,138.314716
-50.0,50,138.429088
-50.0,50,138.538976
-50.0,50,138.652663
-50.0,50,138.763814
-50.0,50,138.8745
-50.0,50,138.984478
-50.0,50,139.095979
-50.0,50,139.208662
-50.0,50,139.328157
-50.0,50,139.449516
-50.0,50,139.564677
-50.0,50,139.681566
-50.0,50,139.794628
-50.0,50,139.909101
-50.0,50,140.020896
-50.0,50,140.13132
-50.0,50,140.248912
-50.0,50,140.381641
-50.0,50,140.500174
-50.0,50,140.616566
-50.0,50,140.73613
-48.0,50,140.85599
-48.0,50,140.971243
-50.0,50,141.085536
-47.0,50,141.204202
-50.0,50,141.318033
-50.0,50,141.430345
-50.0,50,141.546783
-50.0,50,141.664738
-50.0,50,141.783438
-47.0,50,141.899623
-50.0,50,142.028948
-42.0,50,142.168741
-50.0,50,142.28984
-50.0,50,142.405036
-40.0,50,142.517172
-48.0,50,142.632889
-49.0,50,142.751397
-50.0,50,144.269035
-50.0,50,144.3842
-50.0,50,144.498818
-50.0,50,144.610561
-47.0,50,144.721543
-49.0,50,144.847107
-50.0,50,144.963103
-49.0,50,145.078202
-49.0,50,145.187703
-50.0,50,145.298992
-50.0,50,145.409507
-50.0,50,145.520363
-45.0,50,145.629609
-50.0,50,145.742157
-50.0,50,145.858461
-50.0,50,145.967948
-48.0,50,146.079099
-50.0,50,146.673299
-50.0,50,146.786449
-42.0,50,146.901992
-50.0,50,147.014696
-50.0,50,147.129002
-50.0,50,147.238246
-47.0,50,147.349934
-49.0,50,147.464257
-50.0,50,147.57418
-50.0,50,147.686242
-50.0,50,147.796402
-50.0,50,147.907235
-50.0,50,148.019823
-50.0,50,148.129491
-50.0,50,148.241189
-50.0,50,148.353987
-50.0,50,148.468942
-47.0,50,148.583673
-50.0,50,148.693149
-50.0,50,148.803432
-50.0,50,148.916858
-48.0,50,149.026031
-49.0,50,149.137999
-47.0,50,149.249595
-50.0,50,150.573149
-50.0,50,150.688884
-50.0,50,150.80049
-50.0,50,150.910613
-50.0,50,151.023847
-50.0,50,151.135878
-50.0,50,151.246093
-50.0,50,151.356953
-50.0,50,151.472033
-50.0,50,151.582703
-48.0,50,151.697265
-47.0,50,151.806701
-49.0,50,151.919492
-49.0,50,152.0357
-50.0,50,152.15051
-49.0,50,152.269768
-50.0,50,152.383206
-46.0,50,152.49464
-50.0,50,152.605119
-50.0,50,152.71739
-50.0,50,152.827878
-50.0,50,152.941797
-50.0,50,153.053031
-50.0,50,153.163939
-50.0,50,153.273134
-50.0,50,153.392001
-49.0,50,153.504357
-50.0,50,153.615725
-50.0,50,153.726937
-48.0,50,153.836941
-47.0,50,153.948329
-50.0,50,154.058935
-50.0,50,154.170628
-50.0,50,154.282042
-50.0,50,154.394538
-50.0,50,154.504156
-50.0,50,154.613679
-47.0,50,154.724394
-50.0,50,154.838717
-44.0,50,154.949645
-50.0,50,156.295738
-50.0,50,156.410438
-47.0,50,156.521178
-50.0,50,156.632759
-50.0,50,156.746558
-50.0,50,156.857827
-49.0,50,156.968478
-50.0,50,157.078574
-50.0,50,157.193291
-50.0,50,157.302898
-49.0,50,157.41603
-50.0,50,157.529514
-50.0,50,157.640059
-50.0,50,157.753519
-50.0,50,157.865668
-50.0,50,157.974982
-41.0,50,158.085052
-50.0,50,158.194503
-47.0,50,158.307229
-50.0,50,158.418137
-50.0,50,158.531416
-50.0,50,158.643474
-50.0,50,158.756557
-50.0,50,158.868008
-44.0,50,158.982591
-50.0,50,159.092299
-50.0,50,159.205583
-45.0,50,159.317377
-50.0,50,159.427504
-50.0,50,159.539065
-50.0,50,159.649395
-48.0,50,159.763712
-50.0,50,159.875155
-46.0,50,159.986379
-50.0,50,160.097979
-50.0,50,160.207356
-46.0,50,160.319105
-50.0,50,160.43167
-45.0,50,160.544167
-50.0,50,160.655889
-50.0,50,160.766549
-50.0,50,162.106311
-44.0,50,162.220294
-50.0,50,162.334618
-48.0,50,162.448298
-50.0,50,162.565717
-50.0,50,162.68132
-42.0,50,162.798919
-46.0,50,162.915252
-50.0,50,163.031847
-50.0,50,163.149949
-49.0,50,163.271373
-50.0,50,163.388916
-50.0,50,163.502526
-48.0,50,163.620667
-50.0,50,163.735469
-50.0,50,163.848878
-50.0,50,163.972268
-50.0,50,164.087582
-48.0,50,164.208781
-50.0,50,164.322656
-50.0,50,164.446724
-50.0,50,164.580948
-50.0,50,164.713887
-50.0,50,164.829447
-49.0,50,164.947111
-48.0,50,165.061732
-50.0,50,165.174878
-50.0,50,165.288982
-37.0,50,165.412484
-43.0,50,165.530453
-50.0,50,165.640654
-50.0,50,165.756103
